Year,Country Name,Agricultural irrigated land (% of total agricultural land),Agricultural land (% of land area),Agricultural land (sq. km),"Agricultural machinery, tractors","Agricultural machinery, tractors per 100 sq. km of arable land",Agricultural raw materials exports (% of merchandise exports),Agricultural raw materials imports (% of merchandise imports),"Agriculture, forestry, and fishing, value added (% of GDP)","Agriculture, forestry, and fishing, value added (annual % growth)","Agriculture, forestry, and fishing, value added (constant 2015 US$)","Agriculture, forestry, and fishing, value added (current US$)","Agriculture, forestry, and fishing, value added per worker (constant 2015 US$)",Employment in agriculture (% of total employment) (modeled ILO estimate),Employment in industry (% of total employment) (modeled ILO estimate),Employment in services (% of total employment) (modeled ILO estimate),"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",GDP (constant 2015 US$),GDP (current US$),"Industry (including construction), value added (% of GDP)","Industry (including construction), value added (annual % growth)","Industry (including construction), value added (constant 2015 US$)","Industry (including construction), value added (current US$)","Industry (including construction), value added per worker (constant 2015 US$)","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","Labor force, total",Manufactures exports (% of merchandise exports),Manufactures imports (% of merchandise imports),"Manufacturing, value added (% of GDP)","Manufacturing, value added (annual % growth)","Manufacturing, value added (constant 2015 US$)","Manufacturing, value added (current US$)",Merchandise exports (current US$),Merchandise exports by the reporting economy (current US$),Merchandise imports (current US$),Merchandise imports by the reporting economy (current US$),"Official exchange rate (LCU per US$, period average)","Service exports (BoP, current US$)","Service imports (BoP, current US$)","Services, value added (% of GDP)","Services, value added (annual % growth)","Services, value added (constant 2015 US$)","Services, value added (current US$)","Services, value added per worker (constant 2015 US$)"
1982,Uganda,,54.25153896201391,108400.0,,,,,50.241102181400684,,3145851616.446345,1094000000.0,,,,,,4983495458.92735,2177500000.0,10.700344431687716,,671530120.6637306,233000000.0,,,,,,6.2456946039035595,,507268120.5356021,136000000.0,349000000.0,356370000.0,377000000.0,333201622.5,0.940466666661667,,160400000.0,32.56027554535017,,2023441602.708621,709000000.0,
1983,Uganda,,56.553726039737754,113000.0,,,,,53.05758071715518,6.30391943497753,3344163567.8910604,1188666666.6666667,,,,,,5269775231.694121,2240333333.3333335,8.704061895551257,-2.620945796774791,653929680.1921179,195000000.0,,,,,,5.281952090462728,4.967822185794418,532468298.76903206,118333333.33333333,372000000.0,325943542.6,377000000.0,324302073.8,1.5386249999925,,150000000.0,30.39726231215593,-1.145970072290055,2000253567.511314,681000000.0,
1984,Uganda,,57.55467694309594,115000.0,,,,,49.756680299123104,-3.0121362001803647,3243432806.4693704,1799026155.9083455,,,,,,5251611545.373705,3615647477.068624,9.855993917934084,8.312369156959804,708286729.2366135,356357995.4338207,,,,,,6.113814848730574,6.933999566846566,569389648.2992721,221053992.33077392,399000000.0,384534393.09999996,344000000.0,289706213.2,3.597024999995,16800000.0,82300000.0,31.153044862732404,-1.675237931408077,1966744561.0240211,1126384280.6094406,
1985,Uganda,,58.055152394775035,116000.0,,,,,48.37571786659303,-3.4745955056763904,3130736635.9461517,1702677825.7763972,,,,,,5077973311.203984,3519695212.5277314,9.06205630710924,-4.516806121942281,676294790.8895495,318956761.99789125,,,,,,5.330950407824139,-5.477149746463866,538203324.6210569,187633206.28641382,387000000.0,381546197.9,327000000.0,284722826.1,6.72020000000583,23100000.0,129900000.0,34.28477969522996,-0.0841623661485329,1965089302.2653658,1206719749.5586886,
1986,Uganda,,59.14118412491868,118170.0,,,,,53.09797344472447,2.394073539208236,3205688773.3296366,2083163147.7927,,,,,,5097781822.063201,3923244170.441447,9.597603709194148,-4.766274854502186,644060722.3290727,376537428.0230315,,,,,,6.049284843377569,-5.778028211822445,507105784.68748593,237328214.97120848,436000000.0,423845795.5,307000000.0,358516581.40000004,14.0,11800000.0,130500000.0,31.10825944108023,3.570626350521451,2035255298.7033312,1220452975.047981,
1987,Uganda,,59.14118412491868,118170.0,,,,,54.7544975282531,2.0311639303951097,3270801567.4142337,3432845349.25525,,,,,,5299750982.272175,6269522147.443533,9.720627556254941,13.966483722214292,734013358.2743385,609436897.5099025,,,,,,5.670634037530793,3.4835340870893674,524770987.55467653,355521656.88346446,319000000.0,302520013.4,848000000.0,512564867.29999995,42.8412666666667,,218200000.0,32.00041524411515,7.225378076185677,2182310188.8502493,2006273121.0036957,
1988,Uganda,,59.14118412491868,118170.0,,,,,54.274395897654884,5.516549243464766,3451236946.5366573,3532683333.3333335,,,,,,5737885293.719711,6508931651.666667,9.747887476600996,19.175839760767175,874766583.6796515,634483333.3333334,,,,,,5.533934281023949,18.40976881780918,621380113.1864266,360200000.0,271000000.0,323285206.4,887000000.0,472697236.3,106.135833333333,,235200000.0,31.6808263427581,6.443580069072752,2322929093.224348,2062083333.3333333,
1989,Uganda,,59.366398078174264,118620.0,,,,,54.376227755144,6.188572709236865,3664819254.341125,2869151211.693035,,,,,,6102926184.751658,5276480789.753962,10.249003828249487,4.233660317088635,911801229.4000487,540786718.1387323,,,,,,5.690638108625741,9.04983073342838,677613961.6409839,300265426.6160554,274000000.0,274592214.2,271000000.0,459788430.8,223.09160630809,,237200000.0,31.130842103145955,6.53887109255065,2474822432.201644,1642612903.2611349,
1990,Uganda,,59.86687352985336,119620.0,,,,,53.28290739503703,5.238232435561898,3856791005.2267394,2293509100.816868,,,,,,6498038179.359517,4304399314.798828,10.414632923059255,5.896025257746686,965561260.1859204,448287388.1789757,,69.242,6290385.0,,,5.341025639161852,6.722685071427705,723167814.2821323,229899071.0153125,152000000.0,181445571.9,288000000.0,581501477.9000001,428.854666666667,,195300000.0,30.48031360417286,7.736791450317739,2666294282.5467663,1311994409.9265506,
1991,Uganda,,60.21720634602873,120320.0,,,,,49.372540640732595,2.8828704687078357,3967977294.156201,1640022078.317523,844.6367050185592,72.71319,8.918411,18.3684,67.029,6858945425.212353,3321729157.61296,11.554924346953195,8.206115102017847,1044796328.5772711,383823291.1728632,1999.8506227325477,69.33,6492431.0,,,5.438035758489486,7.4892450095432395,777327623.7238798,180636819.39116433,200000000.0,174919011.6,196000000.0,401700408.40000004,734.009916666667,20800000.0,241800000.0,32.54275002336067,7.3342663503800765,2861847406.913702,1080982016.2150698,2134.772660799974
1992,Uganda,,60.317301436364545,120520.0,,,,,48.202943492109796,-0.9828892918055487,3928976470.230664,1377378749.806155,813.1269037588302,72.75013,8.881808,18.36806,67.03,7093408658.82975,2857457760.917887,12.457438920789663,8.417066312201896,1132737528.3810709,355966055.25370973,2108.3611252430997,69.369,6706125.0,,,5.820887289000105,15.268956162110015,896017437.8262506,166329395.59381628,142000000.0,179422412.0,505000000.0,398045428.59999996,1133.83433333333,34500000.0,247700000.0,33.632367904745465,7.097980151189603,3064980767.8137712,961030706.8746059,2209.233272325082
1993,Uganda,,60.46744407186827,120820.0,,,,,48.28488218355634,9.33240723616268,4295644554.645599,1554985198.2801416,867.7851814494586,72.25244,8.857065,18.8905,67.11,7684026613.437634,3220439044.1894865,12.267919201539527,8.389030234099977,1227763222.1099558,395080859.8759981,2223.878513561632,69.408,6926204.0,,,5.598405977451444,7.340534721073439,961789908.9567591,180293251.95008436,179000000.0,137086231.2,535000000.0,460731254.20000005,1195.01675,93620000.0,293110000.0,33.13130869921433,7.765162949222827,3302981518.7968516,1066973601.2004462,2292.658647305659
1994,Uganda,,60.5675391622041,121020.0,,,4.044465186026914,3.178941291406829,46.16984866837717,1.7346246545466357,4370157864.162172,1842375698.463851,861.3918846991974,72.18,8.818946,19.00105,67.112,8176083688.164517,3990430446.7121596,12.823372202160321,13.01325737979569,1387535210.2175968,511707748.65022904,2445.75676942418,69.446,7137229.0,2.3885273095246187,75.51680653058969,6.030379953957371,16.6120210858748,1121562651.434472,240638117.73514163,409000000.0,375228501.40000004,875000000.0,622017352.9,979.445416666667,64100000.0,436300000.0,33.48835412372422,13.2402941864882,3740305988.8108907,1336329479.0558786,2501.573360036539
1995,Uganda,,60.66763425253991,121220.0,,,4.366704350513032,2.6235718028929864,45.29538761007077,5.898105026867427,4627914364.830363,2607120455.772366,892.2935639925868,71.41171,8.78591,19.80236,67.193,9118233745.548151,5755818844.549883,13.106078559377105,20.256463408459012,1668600772.354809,754362139.5021392,2858.5521261985095,69.485,7273738.0,4.184044832350804,77.8449256049506,6.229189396242838,17.32994113120212,1315928798.6776156,358540857.13164836,460000000.0,528949393.09999996,1056000000.0,872058202.9,968.916666666667,104000000.0,562710000.0,33.30672855073241,8.576730051365942,4061101936.5662746,1917074958.4261322,2598.379444071421
1996,Uganda,,60.91787197837946,121720.0,,,8.921743337093574,2.7985333298044432,41.03720151732521,4.255319937640593,4824846927.493922,2480528661.5022187,913.4833474996992,70.70533,8.753689,20.54098,67.188,9945450358.771309,6044585326.938001,14.709309191682774,16.565304218260437,1945009566.4836264,889116745.0943996,3247.7008894983005,69.524,7415858.0,12.51335377289052,68.8043651043022,7.147086558199334,19.704505522380032,1575226061.4836357,432011745.4004751,587000000.0,568211259.7,1191000000.0,838001433.5,1046.08475,144700000.0,674610000.0,35.16017163422485,5.683540694249146,4291916317.765959,2125286575.5285726,2641.1153962311364
1997,Uganda,,60.91787197837946,121720.0,,,7.89741532870514,2.8796851279469284,38.11995974960334,1.0891816574704762,4877398275.229214,2389867335.54929,905.07666397156,70.48328,8.712368,20.80435,67.164,10452668512.39377,6269333313.171083,15.9366696942402,11.35962330284579,2165955326.44048,999122942.151041,3532.2768043878136,69.563,7594788.0,16.604419149748313,71.168574657676,7.7879542773583985,13.446091426475817,1787032397.8843994,488252811.92496234,555000000.0,599790719.2,1316000000.0,810705055.6,1083.00866666667,164620000.0,668870000.0,36.739717870346986,8.489661105750628,4656285468.0866995,2303335371.6107335,2765.554179379655
1998,Uganda,,61.268204794554826,122420.0,,,4.053704349237446,2.307035858818195,38.25104851226842,1.7699472711152566,4963725652.903056,2518761103.898787,902.7232506011547,70.1482,8.643787,21.20801,67.183,10965399653.112387,6584815846.527538,16.438030448135795,8.71350444886825,2354685940.17037,1082414033.8058674,3753.355565344338,69.601,7793558.0,4.962719999241817,67.4379478249034,8.281100359961693,14.399897807237778,2044363236.9619837,545295208.7696065,501000000.0,410668157.0,1416000000.0,855992499.2,1240.30583333333,176280000.0,728100000.0,36.22997919487467,7.102490245964404,4986997689.281816,2385677411.2177377,2853.7900579561765
1999,Uganda,,61.36829988489064,122620.0,,,16.469026167321367,2.4825004118097125,34.785978748454845,5.822426355460124,5252734923.530419,2086658940.121921,937.4563247840279,69.51082,8.562716,21.92647,67.243,11848547280.440767,5998563257.946589,17.846823636897696,10.384625303651987,2599211252.134838,1070553005.3934724,4041.0457724192656,69.64,8041854.0,3.1465499021523944,69.26228358004828,8.893207736179274,14.180890099523126,2334272140.830616,533464691.7153136,519000000.0,384591081.5,1342000000.0,811969075.4,1454.82716666667,196000000.0,419200000.0,37.82270696757928,6.956206867089236,5333903565.005219,2268819003.318015,2917.42272926752
2000,Uganda,,62.61948851408838,125120.0,,,13.240219687242893,2.1182451076713167,27.509106881360836,-0.43833171204053656,5229710520.611157,1703706891.843478,911.6312382752592,69.4983,8.419192,22.08251,67.204,12220817656.95081,6193246837.096873,21.438181599467843,10.175221281349451,2863686748.6092916,1327719503.840126,4351.575248996172,69.679,8289243.0,2.7465690942836867,64.73965261709343,7.098978105219746,5.510551861771276,2462903417.7459655,439657236.9677214,403000000.0,397250767.0,1536000000.0,957554362.0,1644.47533333333,213200000.0,458800000.0,44.67027680313378,4.865010907404724,5593398555.233172,2766540505.232501,2945.2607057132946
2001,Uganda,,63.119963965767475,126120.0,,,14.607477660209364,2.471945738477195,27.850241479256777,7.856684045588807,5640592352.714494,1626594431.0027623,961.5400515680188,69.32254,8.198227,22.47923,67.25,12854303431.147314,5840503868.572455,21.16865430809844,3.2594914777532438,2957028374.1297603,1236356073.789219,4378.396763491241,69.717,8537792.0,4.869152767195399,67.41810148882615,7.061988775794238,3.7077378193012436,2554221419.2185955,412455727.6484151,451000000.0,425811613.0,1594000000.0,1006207145.0,1755.65875,216920554.331899,479316172.119595,44.77966465057587,10.981631153855758,6207644953.533976,2615358046.2506557,3131.600535356037
2002,Uganda,,64.12091486912567,128120.0,,,9.08361730806252,2.563843565978998,23.433428003532182,7.066710547083318,6039196687.421744,1447849250.7242553,1008.8726275197799,68.62387,7.993291,23.38284,67.314,13976829356.924742,6178563590.892537,22.92010211800043,7.416359808233409,3176332237.986778,1416133084.4581637,4585.535462315768,69.756,8810532.0,4.771558093872326,65.1298707999921,7.354144342186794,6.747932839484022,2726578565.159182,454380484.7480367,467000000.0,461681081.0,1053000000.0,1029496611.0,1797.5505,224683939.335903,508060612.186849,47.741387198857296,7.362717967253957,6664696343.871156,2949731967.255627,3193.2848087135776
2003,Uganda,,65.62234122416295,131120.0,,,11.98511251754744,2.005050063171004,24.507022578270277,2.1399365279749105,6168431663.332132,1619150620.7124095,1003.7649906730777,68.6983,7.801132,23.50058,67.282,14881585675.26559,6606884273.849191,22.676707766690583,9.468788840201412,3477092430.4649897,1498223839.264218,4875.251423336455,69.794,9100783.0,10.83067019171187,66.72332102356798,7.055683802601891,4.425760100919462,2847250391.4162197,466160863.5666289,532000000.0,534006312.0,1375000000.0,1374988079.0,1963.72008333333,261788952.477531,381212892.180803,46.537874939748754,7.853339722931338,7188097589.257142,3074703540.777864,3278.172669382262
2004,Uganda,,66.3730544016816,132620.0,,,15.482117369105227,1.8974756765185792,21.67035264235895,1.5886157448126994,6266424339.943839,1720514949.7357697,979.5512457151045,72.1582,6.634827,21.20697,67.915,15894609937.512617,7939487548.406048,20.864008814309926,8.020691577801983,3755979290.1876855,1656495381.910477,5064.363900430697,69.833,9377842.0,9.817513295210386,66.11250722559014,6.364934006438654,6.30661907332815,3026815627.666685,505343142.9054591,654000000.0,653417530.0,1726000000.0,1726234201.0,1810.30471365151,373163160.83785,492535518.772809,52.03234582365282,6.161219224668727,7630972039.814403,4131101617.81249,3302.9214892040904
2005,Uganda,,66.3730544016816,132620.0,,,11.865638694872832,1.591438423480083,25.074936134289594,2.0493544000599115,6394845582.880903,2316728955.74633,960.9375341756108,75.30402,5.677007,19.01896,68.544,16901146461.774574,9239221760.482325,23.51010649412556,11.558077322799747,4190098280.7759233,2172150875.117817,5431.552039826353,69.871,9660213.0,10.32994776154568,61.83178672024338,7.009315597737535,9.454713970400277,3312992387.6739464,647606211.9670482,813000000.0,812488058.0,2054000000.0,2054001565.0,1780.54026086523,526165348.586671,608842749.751208,45.31225078772775,12.171083123625252,8559743989.9208145,4186499334.9440656,3524.46309469495
2006,Uganda,,67.37775887092738,134627.5,,,7.763332545172329,1.3639235017676812,24.034932983870263,0.45858600264547533,6424171449.614788,2398120934.524968,941.9209735978088,74.5702,5.989518,19.44028,68.319,18723891906.030678,9977647685.285149,22.766161150690266,14.734832422162341,4807502240.772161,2271527351.0801344,6035.5126215256705,69.91,9960400.0,18.603735599643016,62.623503315754945,7.09061606634003,7.28767190947633,3554432403.2735496,707476689.8156329,962000000.0,961932262.0,2557000000.0,2557288281.0,1831.45185089088,547952900.039232,770481331.561373,47.11979449607602,8.04840382909613,9248666752.966427,4701447084.848847,3630.632530132687
2007,Uganda,,68.38246334017316,136635.0,,,7.602911701741294,1.0129903536160139,22.278113678763738,0.11923778450481848,6431831489.3241005,2651666849.260951,918.400678506466,74.20991,6.337695,19.45243,68.043,20299025450.47691,11902564496.690805,25.077331430452272,9.602454645725118,5269140463.034526,2984845547.5584965,6396.317848258086,69.948,10281641.0,20.784548346974457,62.919319663184616,7.125823100491664,5.634565817173225,3754709236.46293,848155690.4561127,1337000000.0,1336405045.0,3493000000.0,3495039681.0,1723.49158714041,662871919.794278,977237682.291444,46.926098067917856,9.661883027922656,10142262116.280416,5585409088.314301,3812.6502152735384
2008,Uganda,,69.6374055352585,139142.5,,,5.719957929617677,1.0262236964440674,21.384598562647998,1.3458424837918557,6518393809.993327,3088022455.4288373,906.9559527130835,74.00223,6.697998,19.29979,67.787,22066817215.346928,14440404136.56685,25.768110035558195,8.819368629920703,5733845384.097851,3721019227.489844,6712.790352788338,69.987,10622845.0,27.27071706897218,65.66445937843547,7.306965260219343,7.256131404938927,4027155872.5340595,1055155313.6942168,1724000000.0,1722195447.0,4526000000.0,4525790008.0,1720.44387915111,832090830.042777,1257398772.27794,46.895881477133486,-8.812786715058095,9248446187.890486,6771954808.703471,3329.621986282918
2009,Uganda,,70.64211000450427,141150.0,,,7.63778249022075,1.0148971561103524,34.87285993712744,3.303928960051323,6733756910.811889,8762784440.46221,913.2796892438222,73.78562,7.087694,19.12667,67.504,23567695616.39789,25127805566.451115,27.286185285469745,5.7468604540814,6063361476.974742,6856419585.0344305,6916.559804644352,70.025,10979617.0,25.685741526517596,67.79612563690351,20.077845788479056,10.037067262215118,4431364216.214549,5045122051.660912,1568000000.0,1567614442.0,4247000000.0,4257597050.9999995,2030.48807433418,1027183536.00285,1392951691.48435,44.62705606191948,7.040311964486307,9899565651.385618,11213799877.270264,3433.463968457779
2010,Uganda,,71.14003590664272,142650.0,,,7.2514083781063485,1.0668288618143162,32.86800907766171,2.5995672055517645,6908805447.16693,8767029151.345037,909.2847147575927,71.31864,7.422578,21.25874,67.55,24896350767.28876,26673441432.457886,27.591833618616796,7.8662186588071705,6540318748.827455,7359691580.402976,7123.5231432881765,70.063,11353046.0,22.844258330969563,65.2660364215091,19.656307169250642,4.522787103188122,4631785385.480794,5243013580.57409,1619000000.0,1618603695.0,4664000000.0,4664338482.0,2177.55750683358,1304103564.04105,1802656721.60877,44.78588236977063,7.040311964337519,10596525956.357567,11945936103.910252,3521.489438584001
2011,Uganda,,71.63873927787752,143650.0,,,7.434003713617819,1.056769965036292,28.969247477570097,2.7828144186915864,7101064681.310041,8074229062.541339,909.3125681346642,68.79872,7.695161,23.5061,67.655,27234530261.634247,27871725245.168827,27.55829567510006,11.29705997249188,7279182480.274623,7680972452.815133,7586.737307543573,70.102,11740672.0,31.499004613228955,60.927728046363086,19.086307221262555,7.793899932393856,4992782103.50841,5319683108.159117,2159000000.0,2159077307.0,5631000000.0,5630874936.0,2522.80203252264,1779352703.13703,2462864295.88931,45.77679690904065,11.706616873847778,11837020652.006182,12758783060.526747,3760.7595430858178
2012,Uganda,,71.8880909634949,144150.0,,,6.121703598618324,1.118096456075888,27.177257748200578,0.6207906008458366,7145147423.411597,7420999146.82242,885.3972255619641,66.13567,8.015368,25.84897,67.65,28279643269.904133,27305915907.99395,27.178607337899336,3.0565898686665918,7501677234.488451,7421367664.650666,7457.588085509787,70.14,12143029.0,34.384813601807615,60.48048579105728,18.67000674148497,2.6987884289215884,5127526729.199163,5098016340.846687,2357000000.0,2357493251.0,6044000000.0,6026628711.0,2504.56307758328,2125355973.30409,2484758757.89697,44.44412047714496,4.0483373849518784,12316223184.32582,12135874163.536724,3760.0388501891034
2013,Uganda,0.07339576829691294,71.8880909634949,144150.0,,,5.905601857241076,1.360115705317967,26.030323739787054,1.3503082367006414,7241628937.594327,7526872843.164134,787.0896120282406,71.91687,7.003377,21.07972,68.822,29294007442.01823,28915786520.3935,25.464664679946374,2.1425314344372737,7662403027.347391,7363308076.987339,8282.103529610402,70.162,12561282.0,25.678059643838985,61.22931746442286,16.54856161728784,-2.4757208203466945,5000583482.395538,4785146749.45073,2408000000.0,2232303096.0,5818000000.0,5817510225.0,2586.88956856561,2103061075.89044,2427639999.18192,44.53728879557809,5.432633107658631,12985318402.650633,12878307350.100494,4634.123235156609
2014,Uganda,,71.8880909634949,144150.0,,,5.871029114113622,1.5395915363918835,24.819975934893655,2.612323779107257,7430803732.325815,8094389150.045968,773.9343331474574,68.46802,7.256574,24.27543,68.554,30789849489.635788,32612397253.23952,25.22268201309592,6.341763372278962,8148334495.972102,8225721256.032232,8686.2948874352,70.184,13026478.0,25.59178071764192,59.611432910668015,15.633862830109685,2.160215718884089,5108606872.818169,5098577452.181926,2262000000.0,1981669466.0,6074000000.0,6073527797.0,2599.78820061067,2180521782.67183,2674915468.73848,44.045951933793255,5.420562516950028,13689195704.691326,14364440818.619589,4780.745582623223
2015,Uganda,,71.8880909634949,144150.0,,,4.758467999636556,1.7074598095928872,23.472369693380642,2.3044043811618167,7602039499.089067,7602039499.089067,763.5876644784635,67.8169,7.765897,24.41722,68.276,32387183733.02075,32387183733.02075,27.10988487643829,7.753654800041417,8780128224.742474,8780128224.742474,9059.79317178187,70.206,13550001.0,24.1353507813874,65.92858345551582,17.60854767671883,11.633422393872038,5702912688.775483,5702912688.775483,2267000000.0,1998568123.0,5528000000.0,5528117123.0,3240.64542033826,2061462525.09193,2373819350.03989,44.29881243784315,4.806287274231181,14347137775.790506,14347137775.790506,4775.690238918111
2016,Uganda,,71.8880909634949,144150.0,,,4.465812269041793,2.0004966899887595,22.660322786879966,2.916163332240785,7823727387.4639635,6617718105.488146,752.1704435017084,66.78003,8.177486,25.04247,67.993,33935615081.693233,29203988697.458973,26.166460388961195,4.552606740548441,9179852934.130896,7641650134.517305,9189.088527514425,70.228,14163205.0,20.705428628751932,66.43956271204206,16.229747596708282,0.5950600510409032,5736848443.932129,4739733653.768806,2482000000.0,2296895027.0,4829000000.0,4830091664.0,3420.09800724736,1915231919.21061,2018624399.92,44.43241640107628,6.17992470886071,15233780088.210873,12976037863.778223,4897.732490358664
2017,Uganda,,71.8880909634949,144150.0,,,4.6365363602606635,1.7188946630465736,23.45883538260259,2.7580747897955575,8039511640.159937,7212295507.312849,738.1593619275204,65.09868,8.645951,26.25535,67.693,34998276804.88702,30744473839.743942,26.0309948145252,6.848101437470916,9808498574.87083,8003092390.976802,9609.425220948273,70.25,14847009.0,15.990506238529825,63.17630626019434,15.522996087706332,3.5698101430906775,5941643041.577358,4772463471.329349,2901000000.0,2910651581.0,5596000000.0,5665812526.0,3611.22445804461,1645594107.48697,2067053621.01476,43.47849940511792,0.10803460664001818,15250237842.605577,13367235875.519705,4797.451307891959
2018,Uganda,,71.8880909634949,144150.0,,,3.6970248624841586,1.8580231346265026,23.250293542244066,4.389182903704054,8392380510.611134,7655630111.701888,741.101634208238,64.28019,8.852355,26.86745,67.629,37204541499.28994,32927025621.38484,26.23601164902451,4.84258248954103,10283483209.344408,8638738277.703812,9884.619553791239,70.134,15501519.0,18.270388346383733,60.068952014035645,15.779355619042907,4.624663575517559,6216424043.10846,5195672467.571686,3087000000.0,2950207396.0,6729000000.0,6822006361.0,3727.06899484612,2293444853.41446,2635204317.32488,43.338893004910226,8.51625702416436,16548987294.078247,14270208403.75135,4884.551193949467
